Deployment_Type,Version_Control_Method,Model_Size_MB,Compression_Method,Performance_Score,Latency_ms
Edge,Mercurial,69,None,0.661267607,57
Cloud,Mercurial,25,Quantization,0.368171541,66
Edge,SVN,27,Distillation,0.134213034,74
Edge,Git,1,Distillation,0.870070373,50
Cloud,SVN,1,Pruning,0.734070547,77
Cloud,SVN,68,Pruning,0.314873753,61
Edge,SVN,33,None,0.88715743,45
Edge,Git,34,None,0.01536097,57
Cloud,SVN,72,None,0.724915312,89
Cloud,Git,88,Pruning,0.072805008,56
Cloud,Git,22,Distillation,0.365222762,90
Cloud,SVN,36,Quantization,0.614819594,39
Cloud,Mercurial,48,None,0.618774268,27
Cloud,Git,42,None,0.943641999,27
Cloud,SVN,8,Pruning,0.548545366,38
Cloud,SVN,40,Quantization,0.651551124,24
Cloud,Mercurial,97,Distillation,0.862570055,1
Cloud,SVN,90,Distillation,0.971826462,17
Edge,SVN,74,Pruning,0.381377839,52
Edge,Mercurial,77,None,0.508000726,15
Edge,Git,82,Pruning,0.843717359,36
Cloud,SVN,24,Quantization,0.645568725,74
Cloud,SVN,41,None,0.915140948,4
Cloud,Git,80,Distillation,0.58786566,86
Edge,SVN,73,Quantization,0.472021942,70
Cloud,Git,88,Quantization,0.31132086,14
Edge,Mercurial,93,Quantization,0.327796664,12
Cloud,Git,73,Distillation,0.878917601,5
Edge,SVN,84,Quantization,0.735142789,67
Edge,Git,59,None,0.673590964,35
Cloud,Mercurial,91,Quantization,0.81053918,86
Cloud,Git,18,Quantization,0.662459424,64
Edge,SVN,18,None,0.809669976,52
Cloud,SVN,9,Quantization,0.082194259,60
Edge,Mercurial,59,Pruning,0.61388958,52
Edge,SVN,43,Distillation,0.007538952,31
Cloud,Git,96,None,0.533984729,1
Edge,Git,76,Distillation,0.658123261,31
Edge,Mercurial,58,Quantization,0.623174417,24
Edge,SVN,1,Quantization,0.824170378,4
Cloud,SVN,17,Distillation,0.751486544,44
Cloud,Git,91,Quantization,0.37643459,34
Cloud,Git,4,Pruning,0.698109748,94
Cloud,SVN,21,Quantization,0.632002328,36
Edge,Git,41,Distillation,0.811820716,84
Cloud,Git,84,None,0.751240026,25
Cloud,SVN,49,Pruning,0.556955749,32
Edge,Git,21,Distillation,0.829811591,80
Cloud,Mercurial,12,None,0.846988623,70
Edge,Mercurial,77,Distillation,0.999923254,3
Cloud,Mercurial,51,None,0.035755314,48
Edge,Git,63,None,0.703071508,57
Cloud,Mercurial,85,Quantization,0.155839448,64
Edge,Git,24,Distillation,0.032249403,78
Edge,Git,72,Quantization,0.3544328,24
Edge,SVN,79,None,0.48925973,23
Edge,SVN,19,Quantization,0.729537853,39
Cloud,Git,38,Quantization,0.966934897,85
Edge,SVN,93,Quantization,0.806000922,85
Cloud,Mercurial,17,Pruning,0.41795311,92
Cloud,Git,60,Quantization,0.319694999,64
Edge,Mercurial,48,Quantization,0.909234679,4
Edge,SVN,76,Distillation,0.324170142,68
Edge,Git,7,Distillation,0.319528258,96
Edge,SVN,55,None,0.592211581,12
Edge,SVN,91,None,0.127622782,12
Cloud,Git,31,Quantization,0.417394645,53
Edge,SVN,44,Pruning,0.292982172,36
Edge,SVN,36,Pruning,0.611335662,95
Edge,Git,85,None,0.975172473,91
Edge,Git,61,None,0.827208825,49
Cloud,Git,81,Pruning,0.809835615,51
Edge,Mercurial,88,Quantization,0.122844716,43
Cloud,Mercurial,88,None,0.255561288,91
Edge,Git,97,Pruning,0.349541598,60
Edge,Mercurial,98,None,0.580049207,84
Edge,Mercurial,33,None,0.679046109,14
Edge,SVN,29,Distillation,0.031306748,8
Edge,Git,71,Distillation,0.574162301,64
Edge,Git,68,Pruning,0.163561389,34
Cloud,SVN,76,Quantization,0.471534494,29
Cloud,SVN,7,Distillation,0.646040393,91
Cloud,SVN,30,None,0.319866493,82
Cloud,Mercurial,42,Distillation,0.734771078,15
Cloud,SVN,61,Distillation,0.569314614,55
Cloud,Mercurial,43,None,0.628965781,25
Cloud,SVN,72,None,0.020716881,46
Edge,SVN,79,None,0.910842176,46
Cloud,SVN,11,Pruning,0.755909473,71
Edge,Mercurial,6,Quantization,0.346420669,60
Edge,Mercurial,65,Pruning,0.7186261,26
Cloud,Git,39,Distillation,0.969529756,78
Edge,Git,78,Pruning,0.252690278,11
Cloud,Mercurial,60,Quantization,0.381301173,18
Edge,Git,43,Distillation,0.545143543,83
Edge,Git,59,Distillation,0.331826911,14
Cloud,Git,81,Distillation,0.508496138,42
Edge,Git,51,Distillation,0.870287731,23
Edge,SVN,61,Pruning,0.912849166,57
Edge,SVN,86,Quantization,0.539448863,98
Edge,SVN,16,Distillation,0.595477244,75
Edge,Git,70,Quantization,0.437027885,34
Cloud,SVN,79,Pruning,0.304529379,37
Edge,Git,49,Distillation,0.995335957,9
Edge,Git,97,Distillation,0.88228062,13
Edge,Mercurial,98,Pruning,0.146680347,62
Cloud,Git,58,Distillation,0.816659242,27
Cloud,SVN,55,Distillation,0.961890086,20
Cloud,SVN,26,Pruning,0.465538777,86
Cloud,Git,38,Distillation,0.184206851,50
Cloud,Git,71,None,0.588560948,27
Cloud,Git,80,Distillation,0.814148806,95
Cloud,Mercurial,3,Quantization,0.877418592,46
Edge,SVN,99,Pruning,0.074844188,99
Edge,Mercurial,92,Distillation,0.201725103,43
Cloud,Git,83,Pruning,0.888187735,24
Edge,Mercurial,84,None,0.877455509,50
Cloud,SVN,42,Quantization,0.319841209,83
Edge,SVN,8,None,0.326229679,20
Cloud,SVN,65,Distillation,0.474602358,3
Edge,SVN,42,Quantization,0.640076382,85
Edge,SVN,74,Distillation,0.17237228,15
Edge,Git,44,Quantization,0.208973449,30
Edge,SVN,12,Pruning,0.187445703,31
Cloud,SVN,34,Distillation,0.207248573,40
Edge,Git,61,Distillation,0.119582027,28
Edge,Git,98,Pruning,0.428501772,95
Cloud,Mercurial,35,Quantization,0.294285526,45
Edge,Git,45,None,0.201000566,11
Cloud,Git,39,Distillation,0.311459718,83
Cloud,Mercurial,40,Pruning,0.927598854,60
Edge,SVN,44,None,0.011945858,42
Cloud,SVN,13,Quantization,0.179425441,7
Edge,SVN,63,None,0.583600271,33
Edge,SVN,77,Quantization,0.18297259,20
Cloud,Mercurial,15,Quantization,0.382042048,99
Edge,Mercurial,45,None,0.151813575,44
Cloud,Mercurial,54,None,0.508343851,45
Cloud,SVN,66,Distillation,0.682302025,20
Cloud,Git,23,Pruning,0.378576167,40
Cloud,Mercurial,18,Distillation,0.446313121,33
Edge,Git,42,Pruning,0.616573987,93
Cloud,Mercurial,48,Distillation,0.323853025,20
Edge,SVN,99,Distillation,0.11531186,57
Cloud,Git,51,Pruning,0.923201191,10
Edge,Git,36,Distillation,0.918285746,67
Cloud,Git,29,Quantization,0.318981285,6
Edge,Git,26,Quantization,0.619771291,80
Edge,Git,63,Pruning,0.851884825,9
Edge,Mercurial,79,Distillation,0.827859309,47
Cloud,SVN,20,None,0.083600729,30
Edge,Mercurial,65,Pruning,0.064675647,63
Cloud,Mercurial,85,None,0.708442381,44
Cloud,Git,64,None,0.848740721,39
Cloud,Git,31,None,0.258530849,9
Edge,Git,83,None,0.298775186,27
Edge,Mercurial,33,Distillation,0.206253967,1
Cloud,Git,33,Distillation,0.487245945,61
Cloud,Mercurial,37,None,0.090391716,86
Cloud,Mercurial,87,None,0.435104777,86
Edge,SVN,63,Pruning,0.703314505,65
Edge,Git,57,None,0.196326468,50
Cloud,SVN,78,Quantization,0.742264672,12
Edge,Mercurial,49,Quantization,0.403573346,40
Cloud,Git,58,None,0.680387629,27
Cloud,Git,44,Pruning,0.462764308,15
Cloud,Git,29,Quantization,0.807370356,7
Edge,SVN,75,Quantization,0.389470908,43
Edge,Mercurial,14,Quantization,0.7050825,12
Edge,SVN,90,None,0.630126096,11
Cloud,Mercurial,31,None,0.414374314,83
Cloud,Mercurial,96,Distillation,0.564165095,51
Edge,Git,23,Distillation,0.054040876,85
Edge,Mercurial,4,Pruning,0.519212434,87
Cloud,Mercurial,25,Distillation,0.137443761,71
Cloud,Mercurial,1,Pruning,0.091575654,86
Edge,Git,15,Pruning,0.065193539,72
Cloud,Mercurial,83,Quantization,0.869029175,47
Cloud,SVN,68,None,0.576548262,23
Cloud,Git,69,None,0.237919978,73
Edge,SVN,26,None,0.473452224,44
Cloud,SVN,27,Distillation,0.000979982,86
Edge,Git,27,Quantization,0.011782192,52
Edge,Git,65,Quantization,0.910702414,80
Edge,SVN,20,Quantization,0.508211937,17
Edge,SVN,18,Pruning,0.528833814,60
Cloud,Mercurial,87,Pruning,0.606302409,74
Cloud,SVN,51,Distillation,0.857720125,7
Cloud,SVN,84,Distillation,0.628957784,36
Edge,SVN,67,Quantization,0.781615401,10
Edge,Git,47,Quantization,0.08161075,36
Edge,Mercurial,97,Quantization,0.434439877,7
Cloud,Mercurial,81,None,0.963245593,67
Edge,Git,37,None,0.634919043,51
Cloud,Mercurial,62,None,0.66600134,38
Cloud,Git,13,None,0.669999132,44
Edge,SVN,14,None,0.89433488,29
Edge,Git,26,None,0.353218393,63
Cloud,Git,43,Distillation,0.268755211,93
Cloud,Git,16,Quantization,0.773654329,47
Cloud,Git,73,Pruning,0.820423177,10
Edge,Git,46,Distillation,0.436617187,91
Edge,Git,44,Quantization,0.37932461,10
Cloud,SVN,14,Distillation,0.10040721,66
Cloud,Git,6,Distillation,0.605825786,81
Edge,Git,95,Pruning,0.158527598,48
Cloud,Git,1,Distillation,0.514825205,22
Cloud,Git,37,Distillation,0.667559502,67
Edge,Mercurial,71,None,0.218356022,30
Cloud,Mercurial,27,Quantization,0.050237557,55
Cloud,Git,4,None,0.234937113,5
Edge,Git,38,None,0.442557781,30
Cloud,Git,23,Quantization,0.91877159,53
Edge,SVN,80,Pruning,0.305537032,32
Edge,Mercurial,76,None,0.203397216,72
Edge,Mercurial,30,Quantization,0.345753079,50
Edge,Mercurial,6,Distillation,0.765070847,91
Edge,Mercurial,4,Distillation,0.334465422,76
Cloud,Mercurial,44,Distillation,0.017506282,76
Cloud,Mercurial,42,None,0.122088956,78
Edge,SVN,55,Pruning,0.158175777,26
Cloud,Git,5,Quantization,0.752092352,6
Cloud,Git,64,None,0.598722961,23
Edge,SVN,33,Pruning,0.120825061,4
Edge,SVN,70,Quantization,0.723299962,48
Edge,SVN,51,Pruning,0.4214846,16
Edge,Mercurial,46,Quantization,0.752489726,39
Edge,Mercurial,75,Distillation,0.069265013,45
Edge,Git,2,Quantization,0.873018316,53
Edge,SVN,89,Pruning,0.808908974,39
Edge,SVN,30,Pruning,0.844373185,81
Cloud,Mercurial,2,Distillation,0.413684516,42
Edge,SVN,29,Distillation,0.433780778,80
Cloud,Git,3,None,0.739945242,98
Edge,Git,57,None,0.872934717,5
Edge,Mercurial,46,Distillation,0.955321379,54
Cloud,SVN,49,Pruning,0.629910664,43
Edge,SVN,70,Quantization,0.544498743,68
Edge,Mercurial,93,Quantization,0.512623867,92
Edge,Git,3,Pruning,0.4056554,69
Edge,SVN,77,None,0.186495101,8
Edge,SVN,12,Quantization,0.185366097,13
Edge,Mercurial,39,Distillation,0.101511875,62
Edge,Git,59,Distillation,0.658625105,60
Edge,Git,9,Quantization,0.031234101,90
Edge,SVN,81,Pruning,0.550445814,98
Edge,Git,65,Distillation,0.112043858,33
Cloud,Git,81,Pruning,0.927952581,18
Cloud,Mercurial,29,None,0.752061982,13
Cloud,Git,38,None,0.09069504,17
Edge,Mercurial,79,None,0.907465957,38
Edge,Git,92,Pruning,0.512156175,10
Edge,Mercurial,24,Distillation,0.95872816,18
Cloud,Mercurial,67,Distillation,0.672410608,6
Cloud,SVN,94,Distillation,0.989726497,30
Edge,SVN,33,Pruning,0.552404859,66
Edge,Git,23,Quantization,0.036465112,98
Edge,SVN,15,Distillation,0.873870019,51
Edge,Mercurial,52,Distillation,0.081663034,71
Edge,Mercurial,39,Quantization,0.441051957,92
Edge,Mercurial,20,None,0.492674794,78
Edge,Mercurial,14,Quantization,0.541693823,65
Edge,Git,62,Pruning,0.082609924,29
Cloud,Git,11,Quantization,0.105548488,99
Cloud,SVN,15,Pruning,0.958115694,54
Edge,Git,51,None,0.694855485,3
Cloud,SVN,62,Distillation,0.568795838,93
Edge,Git,10,Distillation,0.363727316,1
Edge,Git,29,Quantization,0.555722318,22
Edge,Mercurial,11,None,0.138608196,56
Edge,Git,22,Quantization,0.019423265,65
Edge,Mercurial,24,Pruning,0.170280725,41
Edge,Git,5,Pruning,0.60091351,21
Cloud,Git,68,Quantization,0.627013131,96
Cloud,Git,12,Distillation,0.608971939,2
Cloud,SVN,38,None,0.997042218,79
Edge,Mercurial,60,Quantization,0.787715152,72
Cloud,Git,52,Distillation,0.799245556,78
Edge,Mercurial,65,Quantization,0.787235999,99
Cloud,SVN,55,Distillation,0.763519581,36
Edge,Mercurial,64,Quantization,0.41156775,89
Cloud,Git,41,None,0.549104967,44
Edge,Mercurial,3,Quantization,0.567430318,25
Cloud,Git,66,Quantization,0.964133575,71
Cloud,Git,63,Quantization,0.121435609,3
Cloud,SVN,25,None,0.07463636,46
Cloud,Git,90,Quantization,0.360644993,36
Cloud,SVN,89,Pruning,0.428104845,88
Cloud,Mercurial,25,Quantization,0.4264185,71
Edge,Git,28,Pruning,0.548562182,99
Cloud,Mercurial,78,None,0.107167337,31
Cloud,SVN,68,Quantization,0.962704513,94
Cloud,Mercurial,95,Distillation,0.95452291,28
Cloud,Git,95,Distillation,0.557538238,81
Edge,SVN,80,Quantization,0.307670502,50
Cloud,Git,23,Distillation,0.761905164,60
Cloud,SVN,12,None,0.974814686,55
Cloud,SVN,57,None,0.234589645,89
Edge,Git,29,Pruning,0.482074449,99
Edge,Mercurial,10,Quantization,0.870119391,55
Cloud,SVN,14,None,0.742033579,65
Edge,Mercurial,1,None,0.814808355,39
Cloud,SVN,47,Distillation,0.780969486,48
Cloud,Mercurial,77,None,0.35226073,84
Cloud,Mercurial,67,None,0.905704948,17
Cloud,Mercurial,13,Pruning,0.880777852,5
Cloud,SVN,12,None,0.480246272,21
Edge,Mercurial,43,None,0.280126726,32
Cloud,SVN,74,Pruning,0.303601246,24
Cloud,Git,2,Pruning,0.863157963,93
Edge,Git,38,None,0.726814384,14
Edge,SVN,69,Quantization,0.48311034,57
Cloud,Mercurial,78,None,0.746999666,3
Cloud,Git,40,Distillation,0.070481192,13
Cloud,Git,86,None,0.526169287,34
Edge,Mercurial,64,Quantization,0.156826291,64
Cloud,SVN,87,Pruning,0.964006035,52
Cloud,SVN,84,Distillation,0.467319371,99
Cloud,SVN,66,None,0.739950915,37
Cloud,SVN,49,Pruning,0.311770853,65
Edge,SVN,36,Quantization,0.859601651,67
Edge,SVN,42,Quantization,0.079319775,6
Edge,Mercurial,42,Pruning,0.637072451,88
Edge,Mercurial,71,Pruning,0.898202235,21
Edge,Mercurial,30,Distillation,0.818394227,51
Edge,Git,8,Pruning,0.269817068,55
Cloud,SVN,20,None,0.67182466,9
Edge,Git,17,None,0.306260804,74
Cloud,SVN,10,Pruning,0.118665916,77
Cloud,Git,61,Quantization,0.876593686,5
Cloud,SVN,33,Pruning,0.361461568,77
Edge,Git,37,None,0.219730558,42
Edge,Mercurial,47,None,0.987784424,33
Cloud,Mercurial,79,None,0.48320679,19
Cloud,Mercurial,54,None,0.77265275,98
Cloud,SVN,23,Distillation,0.399731632,38
Edge,SVN,92,Pruning,0.24099332,52
Cloud,Git,80,Quantization,0.83806624,74
Edge,Mercurial,97,None,0.083631272,23
Cloud,SVN,92,Pruning,0.128425277,42
Edge,Mercurial,46,None,0.816624912,20
Cloud,Mercurial,53,Distillation,0.518402328,12
Edge,Git,43,Quantization,0.622863961,40
Cloud,Mercurial,19,None,0.174835238,22
Cloud,Git,99,Distillation,0.127742889,86
Edge,Git,55,None,0.902561901,72
Cloud,Git,6,Distillation,0.040223676,37
Edge,SVN,46,Pruning,0.623177616,12
Cloud,Git,87,Distillation,0.032879823,3
Cloud,Mercurial,63,Distillation,0.687154148,74
Cloud,SVN,10,Distillation,0.974259741,73
Edge,Mercurial,32,Distillation,0.425642853,12
Cloud,Git,65,Quantization,0.189449466,69
Edge,SVN,60,Quantization,0.824016491,28
Edge,Mercurial,72,None,0.654350521,88
Edge,Mercurial,81,Distillation,0.81896344,34
Cloud,Mercurial,2,None,0.421603141,34
Cloud,Mercurial,36,None,0.308446938,65
Cloud,Git,2,Distillation,0.125952848,4
Cloud,SVN,24,Quantization,0.309141165,43
Edge,Mercurial,13,Distillation,0.244242082,9
Cloud,Mercurial,5,Pruning,0.964129283,81
Edge,SVN,83,Pruning,0.938038463,53
Edge,SVN,2,None,0.279241077,26
Edge,Mercurial,76,Distillation,0.021584159,73
Cloud,Mercurial,48,Quantization,0.722793367,95
Edge,Mercurial,25,Quantization,0.82495305,85
Edge,Git,4,Pruning,0.548092605,10
Edge,Git,22,Quantization,0.243909151,87
Edge,SVN,19,Distillation,0.414098683,75
Cloud,Git,48,Pruning,0.228744975,97
Cloud,Mercurial,19,Quantization,0.227023533,12
Cloud,SVN,48,Quantization,0.833594017,24
Cloud,Git,54,None,0.403686796,49
Edge,Mercurial,34,None,0.033552655,38
Edge,Mercurial,10,None,0.436949005,58
Edge,SVN,78,Quantization,0.589877837,24
Edge,SVN,57,Quantization,0.365473625,28
Edge,Git,56,Quantization,0.445260152,5
Edge,Mercurial,32,None,0.313989135,43
Edge,SVN,37,Pruning,0.264437594,95
Cloud,SVN,75,Quantization,0.920187772,95
Cloud,Git,49,Quantization,0.460360368,34
Cloud,Git,93,Distillation,0.233376993,35
Edge,SVN,79,Quantization,0.653223979,23
Edge,Mercurial,84,None,0.458912506,41
Edge,Mercurial,87,Quantization,0.175484722,71
Edge,Mercurial,5,Quantization,0.534353942,29
Edge,Mercurial,23,Quantization,0.554469524,57
Edge,Git,94,Pruning,0.168645648,42
Cloud,Mercurial,70,Pruning,0.643492519,37
Edge,Git,13,Pruning,0.867981841,23
Edge,SVN,93,Distillation,0.476583128,2
Edge,Git,98,None,0.564170767,87
Edge,Git,2,Pruning,0.126424903,50
Cloud,Mercurial,34,None,0.352623682,48
Edge,SVN,21,None,0.404047021,94
Cloud,Mercurial,6,Distillation,0.113715856,34
Cloud,Mercurial,53,Distillation,0.639057631,96
Edge,Mercurial,7,Pruning,0.58263284,19
Cloud,SVN,23,Distillation,0.843636215,82
Edge,Mercurial,23,Pruning,0.398312909,7
Edge,Git,38,Distillation,0.855849693,31
Edge,Mercurial,69,Quantization,0.334685903,27
Edge,Git,13,None,0.606132931,95
Cloud,Mercurial,36,Pruning,0.906307744,46
Edge,SVN,87,Quantization,0.396498001,5
Edge,SVN,91,Quantization,0.430213008,6
Cloud,Git,42,None,0.307889851,47
Edge,SVN,30,Pruning,0.013967414,37
Edge,Git,46,Distillation,0.220622899,11
Edge,Mercurial,40,Pruning,0.56551215,1
Cloud,SVN,79,Pruning,0.413069074,70
Edge,Git,22,Pruning,0.117270306,13
Cloud,Mercurial,67,Quantization,0.910335046,83
Edge,Mercurial,89,Distillation,0.558600811,62
Edge,Mercurial,22,Quantization,0.268835304,97
Cloud,Mercurial,85,None,0.145376574,49
Cloud,SVN,41,Quantization,0.275239224,51
Cloud,Mercurial,25,None,0.444798903,20
Edge,Mercurial,96,Pruning,0.511750733,11
Cloud,Mercurial,7,Quantization,0.267220733,26
Edge,SVN,44,Pruning,0.0107492,85
Edge,Git,4,Distillation,0.481560237,20
Edge,Git,56,Pruning,0.321231282,64
Edge,SVN,35,Quantization,0.022454332,36
Cloud,Git,68,None,0.604379025,74
Cloud,Mercurial,21,Distillation,0.704268085,54
Edge,SVN,94,Pruning,0.532266097,51
Cloud,Mercurial,53,Quantization,0.85951146,73
Cloud,Mercurial,24,Pruning,0.802560833,89
Cloud,Mercurial,81,Distillation,0.809933919,83
Cloud,Mercurial,56,Pruning,0.165652665,25
Cloud,Mercurial,23,Pruning,0.619078863,47
Cloud,SVN,12,Pruning,0.47818742,8
Edge,SVN,28,None,0.754454644,32
Edge,Git,53,Pruning,0.964990918,24
Cloud,Mercurial,50,Distillation,0.191431735,16
Edge,Mercurial,73,Pruning,0.598433066,89
Edge,Git,51,Pruning,0.452769474,19
Edge,Git,41,Quantization,0.843489367,63
Edge,SVN,7,Distillation,0.764797814,72
Edge,SVN,30,Pruning,0.446839548,68
Cloud,SVN,30,None,0.875952296,42
Edge,SVN,93,Distillation,0.60252251,55
Edge,Git,69,Distillation,0.995089659,45
Cloud,Mercurial,22,Quantization,0.549418793,19
Edge,SVN,7,Pruning,0.116689874,60
Cloud,Git,16,Distillation,0.032698035,55
Cloud,Mercurial,20,Distillation,0.118792545,54
Edge,Git,59,None,0.694863672,4
Edge,SVN,37,Quantization,0.701924886,13
Edge,Mercurial,95,Pruning,0.654135811,17
Cloud,Git,19,Distillation,0.707402054,30
Edge,SVN,37,Quantization,0.791702133,22
Cloud,SVN,76,Quantization,0.77959897,40
Cloud,Mercurial,50,Quantization,0.34241035,90
Cloud,Git,23,Pruning,0.12542805,72
Edge,Mercurial,40,Quantization,0.634765974,6
Edge,Git,8,None,0.090067283,39
Cloud,SVN,57,Distillation,0.25545592,75
Edge,SVN,28,Distillation,0.829258017,24
Edge,Mercurial,10,Distillation,0.159303177,15
Edge,Mercurial,97,Pruning,0.493255443,67
Cloud,Git,76,None,0.661676793,60
Cloud,Mercurial,39,Distillation,0.045316449,52
Cloud,SVN,11,None,0.668816069,45
Edge,SVN,88,Distillation,0.580719936,47
Edge,Mercurial,77,None,0.576994719,81
Edge,Mercurial,82,Pruning,0.988765613,53
Edge,SVN,91,Distillation,0.728302948,13
Cloud,Mercurial,73,Pruning,0.600185099,26
Edge,Git,35,Pruning,0.020849344,84
Cloud,Mercurial,47,Quantization,0.174585158,82
Cloud,SVN,5,Quantization,0.158383241,74
Cloud,Git,78,Distillation,0.657969411,50
Edge,SVN,73,Distillation,0.82850886,81
Edge,Git,4,Quantization,0.760689901,93
Cloud,Git,21,None,0.035437776,7
Edge,Git,56,Distillation,0.716749166,41
Edge,SVN,14,Pruning,0.382079526,77
Cloud,Git,77,Distillation,0.689924062,25
Cloud,SVN,63,Distillation,0.248679395,62
Cloud,SVN,45,None,0.185670477,68
Cloud,Git,55,None,0.227795319,41
Cloud,Git,79,Distillation,0.2424739,7
Edge,Mercurial,58,None,0.947097605,59
Edge,SVN,13,Distillation,0.978050023,17
Edge,Git,84,Quantization,0.767684681,84
Cloud,Mercurial,29,Distillation,0.772727373,71
Edge,Git,91,Distillation,0.863613051,95
Cloud,Git,84,Pruning,0.489052013,91
Cloud,Mercurial,40,Distillation,0.389163731,25
Edge,Mercurial,9,None,0.119448028,8
Cloud,Mercurial,92,Quantization,0.774484393,4
Cloud,Mercurial,89,Pruning,0.689645666,89
Cloud,SVN,18,Pruning,0.8035037,64
Edge,Git,31,Distillation,0.05354755,66
Edge,Mercurial,54,Quantization,0.54329796,10
Edge,SVN,51,Distillation,0.110088796,86
Cloud,SVN,29,Distillation,0.549003038,73
Cloud,SVN,46,Pruning,0.79222654,87
Cloud,Mercurial,70,Pruning,0.801226188,21
Cloud,SVN,36,Quantization,0.533906884,25
Edge,Git,72,Distillation,0.884168614,61
Edge,Git,84,Quantization,0.692063215,14
Cloud,Git,91,Pruning,0.291867976,21
Cloud,Mercurial,43,Distillation,0.806883482,50
Edge,Git,37,Quantization,0.516986554,17
Cloud,Git,97,Pruning,0.514567768,1
Edge,Git,75,None,0.473096967,52
Cloud,Mercurial,37,None,0.147580377,92
Edge,SVN,80,None,0.361366962,34
Cloud,Git,19,None,0.723423929,30
Cloud,Git,13,Distillation,0.043688056,55
Cloud,Git,22,Pruning,0.910795276,44
Cloud,Git,37,Pruning,0.836091913,9
Cloud,SVN,30,Quantization,0.30398285,36
Cloud,Mercurial,29,Pruning,0.858288951,1
Edge,SVN,81,Quantization,0.625651135,59
Edge,Mercurial,85,Quantization,0.888556484,41
Edge,Git,73,None,0.382633812,54
Edge,SVN,57,None,0.252345884,41
Cloud,SVN,18,None,0.152118317,16
